,move_00,move_1,rotate_angle,gACT,gMOD,gGTO,gSTA,gIMC,gFLT,gPRE,tcp_force,success
104,"p[-0.432176,-0.191661,0.5,1.5708,-2.7925,0]","p[-0.497461,-0.395148,0.499998,-1.50974,2.68383,5.41351e-05]",-1.97353,1,0,1,2,3,0,255,"p[-0.363595,-8.28174,-5.52274,2.26798,0.784178,-0.887923]",1
105,"p[-0.332321,-0.342885,0.5,1.5708,-2.7925,0]","p[-0.497461,-0.395148,0.50004,-1.50986,2.68386,-0.000170448]",0.0844285,1,0,1,2,3,0,255,"p[-2.9182,-15.0649,1.5149,3.10357,-0.288608,-1.85412]",1
106,"p[-0.32712,-0.394749,0.5,1.5708,-2.7925,0]","p[-0.314652,-0.311456,0.499967,-1.50973,2.68361,-0.000250013]",-2.8064,1,0,1,1,3,0,255,"p[-4.60075,-19.7893,8.82606,2.7871,-0.831696,-0.0740971]",0
107,"p[-0.535573,-0.371231,0.5,1.5708,-2.7925,0]","p[-0.314652,-0.311456,0.499999,-1.50975,2.68369,-0.000262048]",1.76625,1,0,1,1,3,0,255,"p[-1.67862,-27.6251,9.93293,3.29213,-0.661283,-2.48754]",1
108,"p[-0.459252,-0.24184,0.5,1.5708,-2.7925,0]","p[-0.542435,-0.393134,0.499945,-1.50958,2.68367,-0.000132111]",0.267565,1,0,1,2,3,0,255,"p[-12.6121,-16.6467,-1.06334,0.891639,0.307887,-0.603782]",1
109,"p[-0.361695,-0.441234,0.5,1.5708,-2.7925,0]","p[-0.47423,-0.373206,0.499998,-1.50974,2.6836,-0.000291353]",-1.46115,1,0,1,2,3,0,255,"p[-11.7367,-21.8962,14.2433,4.08797,-2.1858,-1.10741]",1
110,"p[-0.510557,-0.354965,0.5,1.5708,-2.7925,0]","p[-0.4756,-0.419215,0.500046,-1.50975,2.68384,-0.0001452]",-2.52347,1,0,1,2,3,0,255,"p[-5.57467,-17.8041,2.31166,3.62784,-2.04641,-0.183034]",1
111,"p[-0.313776,-0.496968,0.5,1.5708,-2.7925,0]","p[-0.425681,-0.239371,0.500005,-1.50952,2.68387,-0.000269138]",-2.43573,1,0,1,1,3,0,255,"p[-16.1475,-21.3645,14.8029,2.79276,-3.8832,0.509466]",1
112,"p[-0.492229,-0.387943,0.5,1.5708,-2.7925,0]","p[-0.405968,-0.353262,0.500049,-1.50976,2.68383,-0.000166458]",1.89724,1,0,1,2,3,0,255,"p[2.99415,-11.8892,-5.14303,1.88372,2.12024,-1.71701]",1
113,"p[-0.311096,-0.294869,0.5,1.5708,-2.7925,0]","p[-0.491682,-0.214589,0.499981,-1.50973,2.68383,-0.000104966]",1.68147,1,0,1,2,3,0,255,"p[-8.63452,-23.7953,-2.08853,2.77702,1.13986,-1.95653]",1
114,"p[-0.489651,-0.392889,0.5,1.5708,-2.7925,0]","p[-0.407027,-0.399198,0.499952,-1.5098,2.68375,-8.1644e-05]",1.63717,1,0,1,3,3,0,255,"p[5.1454,-15.2976,-0.409347,1.5354,0.418817,-1.11181]",0
115,"p[-0.402032,-0.482379,0.5,1.5708,-2.7925,0]","p[-0.42796,-0.329503,0.499969,-1.5097,2.68366,6.18576e-05]",-2.81192,1,0,1,2,3,0,255,"p[-0.930273,-15.1077,-1.66615,3.41496,0.473639,-1.32214]",1
116,"p[-0.321182,-0.474243,0.5,1.5708,-2.7925,0]","p[-0.359029,-0.264397,0.499983,-1.50957,2.68373,-0.000323632]",2.44709,1,0,1,2,3,0,255,"p[0.294625,-27.5667,3.97248,3.47261,1.02809,-2.22402]",1
117,"p[-0.349577,-0.3182,0.5,1.5708,-2.7925,0]","p[-0.514552,-0.235953,0.499979,-1.50974,2.68376,-3.26328e-05]",-0.184002,1,0,1,2,3,0,255,"p[-8.55947,-18.2534,3.28097,1.78244,-1.55004,-0.151305]",1
118,"p[-0.264095,-0.375105,0.5,1.5708,-2.7925,0]","p[-0.402851,-0.217927,0.499943,-1.50976,2.68357,-0.000150769]",2.96051,1,0,1,2,3,0,255,"p[0.295603,-23.4813,-5.55785,2.6573,0.480853,-0.199804]",1
119,"p[-0.319876,-0.308779,0.5,1.5708,-2.7925,0]","p[-0.43028,-0.421286,0.499962,-1.50955,2.68372,-0.000155949]",-2.1856,1,0,1,2,3,0,255,"p[-13.5141,-21.7832,6.54298,1.89665,-1.21099,0.396719]",1
120,"p[-0.468771,-0.330251,0.5,1.5708,-2.7925,0]","p[-0.408094,-0.445557,0.500067,-1.50989,2.68383,0.000113924]",0.582236,1,0,1,2,3,0,255,"p[-14.0435,-27.2956,10.727,2.49237,-0.958679,-0.801042]",1
121,"p[-0.387855,-0.355458,0.5,1.5708,-2.7925,0]","p[-0.448573,-0.260873,0.499983,-1.50964,2.68375,-8.28667e-05]",-1.83946,1,0,1,2,3,0,255,"p[-19.7344,-22.6452,14.432,2.13095,-3.94479,-1.2827]",1
122,"p[-0.276573,-0.397806,0.5,1.5708,-2.7925,0]","p[-0.359029,-0.264397,0.499955,-1.50962,2.68358,-3.72865e-06]",2.87491,1,0,1,1,3,0,255,"p[-1.19027,-22.1091,-0.327154,2.3826,1.54329,-0.456087]",1
123,"p[-0.409753,-0.248413,0.5,1.5708,-2.7925,0]","p[-0.451063,-0.351325,0.499986,-1.50984,2.68372,-0.000133423]",-1.72972,1,0,1,2,3,0,255,"p[-0.674962,-17.1807,-3.85262,0.747293,-0.0425237,-1.80142]",1
124,"p[-0.438668,-0.239416,0.5,1.5708,-2.7925,0]","p[-0.269708,-0.359115,0.500011,-1.50985,2.68385,-7.93302e-05]",1.71181,1,0,1,2,3,0,255,"p[-0.0664117,-24.7554,9.06943,4.14207,0.771317,-0.416151]",1
125,"p[-0.600432,-0.310661,0.5,1.5708,-2.7925,0]","p[-0.409172,-0.492343,0.500022,-1.50975,2.68364,-0.000128983]",0.924924,1,0,1,2,3,0,255,"p[-8.2844,-33.0999,10.0961,3.27786,0.027461,-2.4389]",1
126,"p[-0.439203,-0.158888,0.5,1.5708,-2.7925,0]","p[-0.454884,-0.490126,0.500011,-1.50987,2.68382,2.74565e-05]",0.433374,1,0,1,2,3,0,255,"p[-7.34798,-1.26975,-10.2258,0.246315,1.87457,-0.735083]",1
127,"p[-0.390257,-0.360728,0.5,1.5708,-2.7925,0]","p[-0.494545,-0.304054,0.499893,-1.50956,2.68352,-0.000141615]",1.0944,1,0,1,1,3,0,255,"p[-11.5918,-22.0097,4.30858,2.0007,-0.0316577,-0.10812]",1
128,"p[-0.246883,-0.396146,0.5,1.5708,-2.7925,0]","p[-0.408094,-0.445557,0.499975,-1.50961,2.68371,-0.000156856]",0.759445,1,0,1,2,3,0,255,"p[-7.95423,-24.8751,7.40206,2.31044,-0.14871,-1.07297]",1
129,"p[-0.536871,-0.347217,0.5,1.5708,-2.7925,0]","p[-0.517626,-0.325733,0.499976,-1.50974,2.68358,-5.51446e-05]",1.82504,1,0,1,1,3,0,255,"p[-6.18954,-17.8115,-0.874389,2.60982,-0.103924,-0.0337785]",1
130,"p[-0.502281,-0.295724,0.5,1.5708,-2.7925,0]","p[-0.385766,-0.469983,0.50001,-1.50979,2.68375,-0.000150226]",-2.77377,1,0,1,2,3,0,255,"p[-8.09526,-26.621,13.131,3.09977,-0.545851,-1.1292]",1
131,"p[-0.385624,-0.501963,0.5,1.5708,-2.7925,0]","p[-0.385766,-0.469983,0.500031,-1.50973,2.68385,-0.000389674]",-1.66661,1,0,1,1,3,0,255,"p[-5.64821,-26.0834,13.1449,3.57661,-0.173785,-1.28977]",1
132,"p[-0.335644,-0.478211,0.5,1.5708,-2.7925,0]","p[-0.24702,-0.383173,0.49994,-1.50969,2.68367,-0.000224629]",2.72837,1,0,1,2,3,0,255,"p[2.91305,-19.3166,-4.31381,1.26161,1.57809,-0.931583]",1
133,"p[-0.429859,-0.189924,0.5,1.5708,-2.7925,0]","p[-0.359029,-0.264397,0.499925,-1.50963,2.68359,-0.000239826]",0.338278,1,0,1,2,3,0,255,"p[3.93908,-22.8988,-1.61088,2.44156,2.50612,-1.77517]",1
134,"p[-0.39181,-0.452517,0.5,1.5708,-2.7925,0]","p[-0.429115,-0.375185,0.50002,-1.50981,2.68388,-0.000153598]",-2.41707,1,0,1,2,3,0,255,"p[2.50419,-14.6692,0.0408012,1.26475,-0.19503,-1.25991]",1
135,"p[-0.233413,-0.395249,0.5,1.5708,-2.7925,0]","p[-0.381943,-0.28604,0.499923,-1.50958,2.68353,4.15948e-05]",-1.77945,1,0,1,1,3,0,255,"p[-8.30371,-2.97301,1.79419,0.434906,-0.35996,-1.20944]",1
136,"p[-0.565725,-0.351009,0.5,1.5708,-2.7925,0]","p[-0.293884,-0.474353,0.500053,-1.50971,2.6839,-0.000155136]",2.58292,1,0,1,2,3,0,255,"p[2.68581,-16.9438,-1.72163,2.01833,0.455327,-1.50183]",1
137,"p[-0.400518,-0.25059,0.5,1.5708,-2.7925,0]","p[-0.537484,-0.257374,0.499973,-1.50973,2.68373,-0.000185901]",1.31661,1,0,1,2,3,0,255,"p[0.888338,-14.597,-4.3044,2.54244,-0.000800977,-1.28628]",1
138,"p[-0.455388,-0.255761,0.5,1.5708,-2.7925,0]","p[-0.405968,-0.353262,0.499975,-1.50965,2.68376,7.31601e-05]",2.26609,1,0,1,2,3,0,255,"p[2.29458,-12.2044,-5.26858,1.33588,2.14063,-0.695295]",1
139,"p[-0.421368,-0.306561,0.5,1.5708,-2.7925,0]","p[-0.42796,-0.329503,0.499912,-1.5097,2.68357,-0.00015615]",-2.40139,1,0,1,2,3,0,255,"p[4.68335,-4.08143,-5.5922,2.55306,0.70084,0.0604938]",1
140,"p[-0.521872,-0.397766,0.5,1.5708,-2.7925,0]","p[-0.359867,-0.309595,0.499955,-1.5096,2.68375,-0.000205215]",0.746572,1,0,1,1,3,0,255,"p[3.61102,-18.0201,-2.68382,1.75078,1.14701,-2.58832]",1
141,"p[-0.356114,-0.290067,0.5,1.5708,-2.7925,0]","p[-0.270145,-0.405328,0.499972,-1.5096,2.68376,-0.000135265]",-2.18554,1,0,1,1,3,0,255,"p[-0.160002,-20.227,3.70636,2.29034,0.346669,-0.0944896]",1
142,"p[-0.445648,-0.418804,0.5,1.5708,-2.7925,0]","p[-0.314652,-0.311456,0.499957,-1.50968,2.68365,-1.21364e-05]",1.19037,1,0,1,3,3,0,255,"p[0.233879,-26.8335,9.45642,3.15666,-0.483997,-0.792092]",0
143,"p[-0.523745,-0.317481,0.5,1.5708,-2.7925,0]","p[-0.448573,-0.260873,0.499944,-1.50968,2.68368,-0.000240483]",2.33042,1,0,1,2,3,0,255,"p[-12.5183,-15.351,8.76191,1.70679,-1.79742,0.0523022]",1
144,"p[-0.422182,-0.407774,0.5,1.5708,-2.7925,0]","p[-0.494545,-0.304054,0.499994,-1.50972,2.68375,-0.000171899]",-0.0721009,1,0,1,1,3,0,255,"p[-13.6552,-25.748,6.42945,2.5269,-0.51107,-1.41659]",1
145,"p[-0.335602,-0.298801,0.5,1.5708,-2.7925,0]","p[-0.407027,-0.399198,0.499961,-1.5096,2.6837,-0.000149902]",1.65425,1,0,1,1,3,0,255,"p[2.56789,-17.1659,1.54793,2.19088,-0.141793,-1.10836]",0
146,"p[-0.310505,-0.292062,0.5,1.5708,-2.7925,0]","p[-0.339149,-0.425451,0.499953,-1.5096,2.68369,-6.71182e-06]",2.42937,1,0,1,1,3,0,255,"p[-5.04647,-25.5704,10.251,4.04899,-1.15299,-0.377429]",0
147,"p[-0.386252,-0.529907,0.5,1.5708,-2.7925,0]","p[-0.270587,-0.451968,0.500044,-1.50976,2.68373,-0.000241243]",0.999348,1,0,1,2,3,0,255,"p[-2.55444,-20.8509,5.27941,1.89804,1.05228,-0.526878]",1
148,"p[-0.378833,-0.446841,0.5,1.5708,-2.7925,0]","p[-0.270587,-0.451968,0.499996,-1.50966,2.68377,-0.000229528]",-1.25662,1,0,1,3,3,0,255,"p[0.869764,-23.2676,7.36431,2.37557,0.375194,-1.21051]",0
149,"p[-0.366751,-0.529125,0.5,1.5708,-2.7925,0]","p[-0.448573,-0.260873,0.500017,-1.50959,2.68377,-0.000250845]",-0.0840686,1,0,1,2,3,0,255,"p[-19.8998,-26.2139,14.2628,3.6418,-3.02362,-2.75313]",1
150,"p[-0.484247,-0.289352,0.5,1.5708,-2.7925,0]","p[-0.269708,-0.359115,0.499978,-1.50973,2.68373,-5.94302e-05]",2.53959,1,0,1,2,3,0,255,"p[-4.73605,-25.1585,15.9495,3.65285,-0.0686635,0.252831]",1
151,"p[-0.526503,-0.389858,0.5,1.5708,-2.7925,0]","p[-0.36417,-0.541884,0.499983,-1.50961,2.6837,0.000139366]",-0.89505,1,0,1,3,3,0,255,"p[-3.38793,-15.8727,4.65431,2.78754,-0.907841,0.28246]",1
152,"p[-0.415016,-0.350413,0.5,1.5708,-2.7925,0]","p[-0.362425,-0.447686,0.499992,-1.50974,2.68377,-3.16047e-05]",0.541101,1,0,1,2,3,0,255,"p[-0.182859,-14.2219,-4.35783,0.445788,1.06162,-1.05097]",1
153,"p[-0.340689,-0.278414,0.5,1.5708,-2.7925,0]","p[-0.516082,-0.280641,0.499998,-1.50963,2.68386,3.3395e-05]",2.61772,1,0,1,2,3,0,255,"p[-10.2755,-17.5363,-0.0304164,1.6324,-0.192545,0.0391934]",1
154,"p[-0.340997,-0.45792,0.5,1.5708,-2.7925,0]","p[-0.339909,-0.472164,0.499997,-1.50984,2.68368,-9.15266e-05]",2.10204,1,0,1,1,3,0,255,"p[4.54555,-10.0381,-7.28377,0.664508,1.49782,0.239899]",0
155,"p[-0.433327,-0.447544,0.5,1.5708,-2.7925,0]","p[-0.317247,-0.4968,0.499942,-1.50964,2.68356,-1.44946e-05]",-1.61352,1,0,1,1,3,0,255,"p[6.0276,-9.69892,-6.34463,-0.863843,1.02256,-1.58314]",1
156,"p[-0.457632,-0.449662,0.5,1.5708,-2.7925,0]","p[-0.270587,-0.451968,0.500073,-1.50976,2.68389,-0.000285132]",-1.10014,1,0,1,2,3,0,255,"p[-0.716397,-27.242,9.3224,3.17845,0.947951,-2.53073]",1
157,"p[-0.343235,-0.310214,0.5,1.5708,-2.7925,0]","p[-0.339149,-0.425451,0.499987,-1.50975,2.68375,-5.49841e-05]",-0.329769,1,0,1,2,3,0,255,"p[-2.49968,-23.4251,7.09657,2.71599,-1.05816,-0.791186]",0
158,"p[-0.48846,-0.262917,0.5,1.5708,-2.7925,0]","p[-0.315938,-0.403277,0.499946,-1.50963,2.68367,-0.000149255]",-2.77677,1,0,1,2,3,0,255,"p[-6.1865,-18.9153,3.71769,2.08095,0.625756,-0.974001]",1
159,"p[-0.477841,-0.256656,0.5,1.5708,-2.7925,0]","p[-0.448573,-0.260873,0.499985,-1.50969,2.68374,3.4885e-05]",1.7844,1,0,1,1,3,0,255,"p[-20.7357,-11.5232,9.83332,1.59832,-2.30787,-0.315183]",1
160,"p[-0.46489,-0.180025,0.5,1.5708,-2.7925,0]","p[-0.451063,-0.351325,0.499999,-1.50979,2.68376,8.27599e-05]",1.21538,1,0,1,2,3,0,255,"p[-0.684065,-12.6926,-3.93328,1.28925,-0.231297,-1.37569]",1
161,"p[-0.377523,-0.302174,0.5,1.5708,-2.7925,0]","p[-0.38773,-0.564521,0.499953,-1.50962,2.68361,-0.000218418]",-3.08589,1,0,1,2,3,0,255,"p[-7.99409,-25.5107,7.5995,3.13356,-0.420205,-1.09375]",1
162,"p[-0.41964,-0.428888,0.5,1.5708,-2.7925,0]","p[-0.403881,-0.262632,0.499971,-1.50965,2.68382,-0.000201575]",1.70374,1,0,1,2,3,0,255,"p[-7.38649,-20.2501,11.5654,2.28763,-2.62079,-0.702633]",1
163,"p[-0.485956,-0.306965,0.5,1.5708,-2.7925,0]","p[-0.563977,-0.369269,0.499992,-1.50968,2.68377,-2.20674e-05]",-2.00084,1,0,1,2,3,0,255,"p[-27.6436,-27.6941,24.2778,3.45563,-5.04729,-0.959528]",1
164,"p[-0.442588,-0.270684,0.5,1.5708,-2.7925,0]","p[-0.514552,-0.235953,0.499983,-1.50966,2.68384,0.000105806]",2.25239,1,0,1,2,3,0,255,"p[-7.19472,-18.4705,3.23525,2.63402,-1.0742,-1.48671]",1
165,"p[-0.415417,-0.39521,0.5,1.5708,-2.7925,0]","p[-0.454884,-0.490126,0.500033,-1.50978,2.68379,-7.26428e-05]",-3.01412,1,0,1,2,3,0,255,"p[-2.82598,-2.51477,-7.21305,1.57318,0.640698,-0.254573]",1
166,"p[-0.462673,-0.300818,0.5,1.5708,-2.7925,0]","p[-0.315938,-0.403277,0.499953,-1.50969,2.68374,-0.000165823]",1.18618,1,0,1,3,3,0,255,"p[-9.26907,-20.3032,12.4611,2.29638,-1.00935,0.0647675]",0
167,"p[-0.394536,-0.30525,0.5,1.5708,-2.7925,0]","p[-0.270587,-0.451968,0.499988,-1.50972,2.68376,-0.000122133]",-2.83122,1,0,1,2,3,0,255,"p[-4.96935,-21.2556,7.97525,2.59852,-0.0247068,0.255231]",1
168,"p[-0.231608,-0.374579,0.5,1.5708,-2.7925,0]","p[-0.363293,-0.494567,0.499954,-1.50955,2.68366,-0.000131606]",-0.605495,1,0,1,2,3,0,255,"p[2.84758,-16.3153,-2.29083,1.84594,1.83752,-1.77044]",1
169,"p[-0.268365,-0.398781,0.5,1.5708,-2.7925,0]","p[-0.491682,-0.214589,0.49993,-1.50946,2.68363,-1.46085e-05]",-0.107422,1,0,1,3,3,0,255,"p[-12.772,-25.2033,2.78373,2.57612,0.287519,-2.05063]",1
170,"p[-0.350887,-0.380476,0.5,1.5708,-2.7925,0]","p[-0.336911,-0.287852,0.499912,-1.50965,2.68349,-0.00015275]",2.27323,1,0,1,2,3,0,255,"p[-2.90747,-11.9284,8.72998,2.02701,-1.62039,-0.355822]",0
171,"p[-0.415149,-0.18244,0.5,1.5708,-2.7925,0]","p[-0.293335,-0.427545,0.499931,-1.50974,2.68365,-0.000180623]",-1.88932,1,0,1,2,3,0,255,"p[11.3247,-14.9846,-6.31523,0.987762,2.47981,-2.24281]",1
172,"p[-0.441139,-0.253605,0.5,1.5708,-2.7925,0]","p[-0.381009,-0.241089,0.499922,-1.50969,2.68354,-0.000123592]",-1.44266,1,0,1,1,3,0,255,"p[-3.37053,-16.4007,2.1808,1.65298,-0.42826,-1.64833]",0
173,"p[-0.40196,-0.429558,0.5,1.5708,-2.7925,0]","p[-0.33765,-0.333301,0.499998,-1.50974,2.68368,-0.000299736]",-3.07315,1,0,1,2,3,0,255,"p[-3.46073,-5.38887,-2.40012,0.725264,1.37278,-0.665793]",1
174,"p[-0.415969,-0.441683,0.5,1.5708,-2.7925,0]","p[-0.383837,-0.377172,0.500057,-1.5097,2.68384,-0.000193768]",-1.27487,1,0,1,2,3,0,255,"p[3.45077,-13.067,-1.92629,2.02077,0.713042,-1.36318]",1
175,"p[-0.524385,-0.243995,0.5,1.5708,-2.7925,0]","p[-0.563977,-0.369269,0.500013,-1.50957,2.68378,-4.43317e-05]",1.04715,1,0,1,1,3,0,255,"p[-33.0146,-29.256,19.6936,2.92413,-3.25099,-1.2215]",1
176,"p[-0.365917,-0.485617,0.5,1.5708,-2.7925,0]","p[-0.452325,-0.39717,0.500006,-1.5098,2.68375,-0.000372215]",-1.89155,1,0,1,2,3,0,255,"p[-10.7867,-29.9875,7.45919,3.40062,0.166336,-1.85006]",1
177,"p[-0.465892,-0.330509,0.5,1.5708,-2.7925,0]","p[-0.470195,-0.237659,0.500019,-1.50981,2.68377,2.66781e-05]",0.400898,1,0,1,1,3,0,255,"p[-10.5563,-19.6858,5.02997,3.08154,-1.29737,-0.978931]",0
178,"p[-0.42133,-0.197567,0.5,1.5708,-2.7925,0]","p[-0.425681,-0.239371,0.500002,-1.50968,2.68383,-5.18528e-05]",-2.17894,1,0,1,1,3,0,255,"p[-17.0723,-0.987387,6.93722,1.36449,-2.08219,0.0817096]",1
179,"p[-0.226257,-0.399229,0.5,1.5708,-2.7925,0]","p[-0.24702,-0.383173,0.499955,-1.50952,2.68368,0.00014971]",-2.4054,1,0,1,2,3,0,255,"p[2.76614,-12.7462,-10.379,0.370673,1.78408,0.161479]",1
180,"p[-0.461876,-0.237859,0.5,1.5708,-2.7925,0]","p[-0.40492,-0.307742,0.499951,-1.5095,2.6837,-3.66273e-05]",-2.61236,1,0,1,2,3,0,255,"p[-9.9021,-18.541,3.95552,2.44158,-0.501316,0.347535]",1
181,"p[-0.55669,-0.292382,0.5,1.5708,-2.7925,0]","p[-0.47423,-0.373206,0.500003,-1.50971,2.68366,0.000101608]",-0.616204,1,0,1,1,3,0,255,"p[-8.0944,-16.1854,9.73037,3.07577,-1.98235,-1.12936]",0
182,"p[-0.452712,-0.453937,0.5,1.5708,-2.7925,0]","p[-0.472873,-0.327615,0.500027,-1.50974,2.68372,-0.000179198]",0.389719,1,0,1,2,3,0,255,"p[1.64418,-12.0364,-5.37522,1.35058,1.39933,-1.45168]",1
183,"p[-0.360471,-0.450524,0.5,1.5708,-2.7925,0]","p[-0.339909,-0.472164,0.499965,-1.50965,2.68366,-0.000120501]",1.59551,1,0,1,1,3,0,255,"p[4.20914,-16.0764,-6.24291,1.34426,1.20541,-1.01261]",1
184,"p[-0.512941,-0.343998,0.5,1.5708,-2.7925,0]","p[-0.362425,-0.447686,0.500021,-1.50971,2.68369,-2.87522e-05]",-0.594281,1,0,1,2,3,0,255,"p[0.843544,-16.1202,-4.32354,0.694876,1.92085,-0.564926]",1
185,"p[-0.460326,-0.234454,0.5,1.5708,-2.7925,0]","p[-0.56222,-0.323858,0.499982,-1.50972,2.68382,3.11668e-05]",0.547527,1,0,1,2,3,0,255,"p[-1.98761,-10.2666,-3.9984,1.03558,-0.744613,-0.700115]",1
186,"p[-0.432752,-0.341821,0.5,1.5708,-2.7925,0]","p[-0.539119,-0.30222,0.49995,-1.50971,2.68363,-1.19351e-05]",1.92883,1,0,1,1,3,0,255,"p[-12.5612,-19.781,2.91889,3.04076,-1.156,-1.71119]",1
187,"p[-0.434985,-0.329022,0.5,1.5708,-2.7925,0]","p[-0.497461,-0.395148,0.499987,-1.50975,2.68367,0.000142109]",2.9192,1,0,1,2,3,0,255,"p[-7.28052,-5.5746,1.12482,2.32188,-1.14509,-0.801033]",1
188,"p[-0.303427,-0.38296,0.5,1.5708,-2.7925,0]","p[-0.424557,-0.19491,0.49995,-1.50968,2.68359,-0.000200172]",-0.35451,1,0,1,1,3,0,255,"p[0.36147,-19.2492,-8.74857,2.05554,1.22662,-1.95028]",1
189,"p[-0.453562,-0.220841,0.5,1.5708,-2.7925,0]","p[-0.519184,-0.371234,0.500015,-1.5098,2.68373,-1.251e-05]",-0.358941,1,0,1,2,3,0,255,"p[-15.5168,-21.7316,7.52058,3.8828,-1.06117,-0.511929]",1
190,"p[-0.315982,-0.320348,0.5,1.5708,-2.7925,0]","p[-0.514552,-0.235953,0.500016,-1.50982,2.68378,-0.000133141]",-2.55845,1,0,1,1,3,0,255,"p[-15.6028,-6.28625,7.26548,1.59853,-2.15186,0.0934149]",0
191,"p[-0.595299,-0.325152,0.5,1.5708,-2.7925,0]","p[-0.514552,-0.235953,0.499948,-1.50952,2.6836,-0.000219143]",0.89568,1,0,1,1,3,0,255,"p[-3.37083,-0.668906,-2.82343,0.211014,0.455327,-0.219151]",1
192,"p[-0.369038,-0.349637,0.5,1.5708,-2.7925,0]","p[-0.449813,-0.305894,0.499945,-1.50965,2.68366,-0.000190244]",-0.695899,1,0,1,3,3,0,255,"p[-6.82255,-25.8166,2.40406,2.52414,-0.56192,-0.497413]",0
193,"p[-0.456276,-0.457862,0.5,1.5708,-2.7925,0]","p[-0.493107,-0.259121,0.500056,-1.50976,2.68374,-0.000109227]",3.08906,1,0,1,1,3,0,255,"p[-10.7255,-22.6535,-0.63798,2.94871,0.762209,-2.36097]",0
194,"p[-0.27852,-0.328149,0.5,1.5708,-2.7925,0]","p[-0.491682,-0.214589,0.499995,-1.50967,2.68379,-0.000237338]",-0.817882,1,0,1,2,3,0,255,"p[-10.8936,-21.8813,-1.53435,2.54825,0.800598,-0.584202]",1
195,"p[-0.347359,-0.41977,0.5,1.5708,-2.7925,0]","p[-0.33765,-0.333301,0.499933,-1.50971,2.68365,-0.00024621]",-1.47581,1,0,1,1,3,0,255,"p[0.182661,-19.0569,-1.04187,2.30681,1.87504,-0.549484]",1
196,"p[-0.335715,-0.485759,0.5,1.5708,-2.7925,0]","p[-0.405968,-0.353262,0.499991,-1.50961,2.6838,-0.000417536]",2.17663,1,0,1,2,3,0,255,"p[-1.30644,-12.7328,-2.09559,2.04104,0.596911,0.216094]",1
197,"p[-0.451953,-0.435295,0.5,1.5708,-2.7925,0]","p[-0.514552,-0.235953,0.500011,-1.50958,2.68377,-0.000157999]",2.86225,1,0,1,1,3,0,255,"p[-8.24258,-19.5735,0.336419,2.37676,0.353311,-1.45555]",1
198,"p[-0.358798,-0.504132,0.5,1.5708,-2.7925,0]","p[-0.24702,-0.383173,0.499978,-1.50969,2.6836,-0.00020275]",2.86476,1,0,1,2,3,0,255,"p[4.69871,-18.3033,-6.00791,1.38158,1.43409,-1.07344]",1
199,"p[-0.450965,-0.350861,0.5,1.5708,-2.7925,0]","p[-0.403881,-0.262632,0.49998,-1.50972,2.68376,-4.69244e-05]",-2.2203,1,0,1,1,3,0,255,"p[-3.56758,4.43558,5.65867,-0.457075,-1.05437,-0.273417]",1
200,"p[-0.388658,-0.33306,0.5,1.5708,-2.7925,0]","p[-0.359867,-0.309595,0.499971,-1.50976,2.68367,-0.000121801]",1.19953,1,0,1,1,3,0,255,"p[-0.215816,-10.5374,-0.341395,1.22398,0.5429,-0.664906]",0
201,"p[-0.331182,-0.315049,0.5,1.5708,-2.7925,0]","p[-0.520756,-0.417151,0.499921,-1.50962,2.68355,-0.0001096]",-2.00969,1,0,1,2,3,0,255,"p[-20.6464,-12.5091,8.67495,2.08537,-0.94909,-1.28127]",1
202,"p[-0.449249,-0.296306,0.5,1.5708,-2.7925,0]","p[-0.560478,-0.278854,0.499973,-1.50974,2.68363,-0.000114712]",-0.12039,1,0,1,2,3,0,255,"p[10.7677,-7.18041,-16.5903,0.0133354,3.91562,-1.60668]",1
203,"p[-0.354269,-0.486951,0.5,1.5708,-2.7925,0]","p[-0.314652,-0.311456,0.499965,-1.50966,2.68374,-7.41558e-05]",0.913748,1,0,1,3,3,0,255,"p[-7.30519,-20.4555,11.2022,3.07582,-1.33103,-0.605969]",0
204,"p[-0.46037,-0.376882,0.5,1.5708,-2.7925,0]","p[-0.317247,-0.4968,0.499996,-1.5098,2.68364,-0.000151626]",1.9948,1,0,1,2,3,0,255,"p[3.2517,-6.01694,-6.18715,0.0111535,1.67118,-0.551695]",1
205,"p[-0.35855,-0.277106,0.5,1.5708,-2.7925,0]","p[-0.269708,-0.359115,0.499966,-1.5097,2.68362,-0.000151797]",-0.719772,1,0,1,1,3,0,255,"p[-0.511896,-25.0415,10.4679,3.51848,0.378069,-1.09083]",1
206,"p[-0.372167,-0.537385,0.5,1.5708,-2.7925,0]","p[-0.542435,-0.393134,0.500051,-1.50965,2.6838,-0.000317024]",-1.52125,1,0,1,1,3,0,255,"p[-10.6817,-17.6139,0.506797,0.891877,-0.296547,-2.41939]",1
207,"p[-0.309609,-0.377846,0.5,1.5708,-2.7925,0]","p[-0.315292,-0.357157,0.49997,-1.50966,2.68376,-0.000152354]",2.78951,1,0,1,2,3,0,255,"p[-4.18739,-25.4463,7.55964,3.75332,0.565286,-0.670586]",1
208,"p[-0.392631,-0.218314,0.5,1.5708,-2.7925,0]","p[-0.292251,-0.33521,0.49999,-1.5098,2.68376,5.27978e-06]",0.772964,1,0,1,2,3,0,255,"p[-13.2189,-3.53924,-0.433395,1.09248,0.748807,-1.61522]",1
